USER32!SendMessageWorker+0x682,00000000`0015ebd0,00000000`77476bad,USER32!SendMessageWorker+0x682,,,,,,,,,,,,,,,,,,,,,,,,,,
USER32!SendMessageW+0x5c,00000000`0015ec60,000007fe`fbf16824,USER32!SendMessageW+0x5c,,,,,,,,,,,,,,,,,,,,,,,,,,
comctl32!CLVMouseManager::HandleMouse+0xf8c,00000000`0015ecb0,000007fe`fbe76a38,comctl32!CLVMouseManager::HandleMouse+0xf8c,,,,,,,,,,,,,,,,,,,,,,,,,,
comctl32!CListView::WndProc+0x9dc,00000000`0015ee10,000007fe`fbe76011,comctl32!CListView::WndProc+0x9dc,,,,,,,,,,,,,,,,,,,,,,,,,,
comctl32!CListView::s_WndProc+0x6cd,00000000`0015f010,00000000`77479bd1,comctl32!CListView::s_WndProc+0x6cd,,,,,,,,,,,,,,,,,,,,,,,,,,
USER32!UserCallWinProcCheckWow+0x1ad,00000000`0015f070,00000000`77473bfc,USER32!UserCallWinProcCheckWow+0x1ad,,,,,,,,,,,,,,,,,,,,,,,,,,
USER32!CallWindowProcAorW+0xdc,00000000`0015f130,00000000`77473b78,USER32!CallWindowProcAorW+0xdc,,,,,,,,,,,,,,,,,,,,,,,,,,
USER32!CallWindowProcW+0x18,00000000`0015f180,000007fe`fbe16215,USER32!CallWindowProcW+0x18,,,,,,,,,,,,,,,,,,,,,,,,,,
comctl32!CallOriginalWndProc+0x1d,00000000`0015f1c0,000007fe`fbe169a0,comctl32!CallOriginalWndProc+0x1d,,,,,,,,,,,,,,,,,,,,,,,,,,
comctl32!CallNextSubclassProc+0x8c,00000000`0015f200,000007fe`fbe16768,comctl32!CallNextSubclassProc+0x8c,,,,,,,,,,,,,,,,,,,,,,,,,,
comctl32!DefSubclassProc+0x7c,00000000`0015f280,000007fe`fe2a0a9e,comctl32!DefSubclassProc+0x7c,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL32!DefSubclassProc+0x56,00000000`0015f2d0,000007fe`fe2a0b7a,SHELL32!DefSubclassProc+0x56,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL32!CListViewHost::s_ListViewSubclassWndProc+0x31e,00000000`0015f300,000007fe`fbe169a0,SHELL32!CListViewHost::s_ListViewSubclassWndProc+0x31e,,,,,,,,,,,,,,,,,,,,,,,,,,
comctl32!CallNextSubclassProc+0x8c,00000000`0015f3e0,000007fe`fbe16877,comctl32!CallNextSubclassProc+0x8c,,,,,,,,,,,,,,,,,,,,,,,,,,
comctl32!MasterSubclassProc+0xe7,00000000`0015f460,00000000`77479bd1,comctl32!MasterSubclassProc+0xe7,,,,,,,,,,,,,,,,,,,,,,,,,,
USER32!UserCallWinProcCheckWow+0x1ad,00000000`0015f500,00000000`774798da,USER32!UserCallWinProcCheckWow+0x1ad,,,,,,,,,,,,,,,,,,,,,,,,,,
USER32!DispatchMessageWorker+0x3b5,00000000`0015f5c0,000007fe`fe2a664e,USER32!DispatchMessageWorker+0x3b5,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL32!CDesktopBrowser::_PeekForAMessage+0x17b,00000000`0015f640,000007fe`fe2a65a4,SHELL32!CDesktopBrowser::_PeekForAMessage+0x17b,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL32!CDesktopBrowser::_MessageLoop+0x24,00000000`0015f6c0,000007fe`fe207765,SHELL32!CDesktopBrowser::_MessageLoop+0x24,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL32!SHDesktopMessageLoop+0x7e,00000000`0015f700,00000000`ffa10ac1,SHELL32!SHDesktopMessageLoop+0x7e,,,,,,,,,,,,,,,,,,,,,,,,,,
Explorer!wWinMain+0xb1e,00000000`0015f740,00000000`ffa1b911,Explorer!wWinMain+0xb1e,,,,,,,,,,,,,,,,,,,,,,,,,,
Explorer!DelayLoadFailureHook+0x208,00000000`0015fdf0,00000000`7735652d,Explorer!DelayLoadFailureHook+0x208,,,,,,,,,,,,,,,,,,,,,,,,,,
kernel32!BaseThreadInitThunk+0xd,00000000`0015feb0,00000000`7758c521,kernel32!BaseThreadInitThunk+0xd,,,,,,,,,,,,,,,,,,,,,,,,,,
ntdll!RtlUserThreadStart+0x1d,00000000`0015fee0,00000000`00000000,ntdll!RtlUserThreadStart+0x1d,,,,,,,,,,,,,,,,,,,,,,,,,,
